city_id,city_name,sensor_id,parameter,date_local,utc_from,local_from,avg,median,min,max,p25,p75,sd,coverage_pct,observed_hours
dhaka,Dhaka,11106524,pm10,2024-10-28,2024-10-27T18:00:00Z,2024-10-28T00:00:00+06:00,98.8551768100623,95.15000025431316,69.13333384195964,138.16666793823242,72.84999942779541,122.26875050862631,27.856608566630815,46.0,11
dhaka,Dhaka,11106524,pm10,2024-10-29,2024-10-28T18:00:00Z,2024-10-29T00:00:00+06:00,126.71614604526097,140.56666787465412,72.8000005086263,170.18333435058594,82.72291612625122,161.17916838328046,37.861141952904525,100.0,24
dhaka,Dhaka,11106524,pm10,2024-10-30,2024-10-29T18:00:00Z,2024-10-30T00:00:00+06:00,128.0450485063636,130.75833574930826,77.01666831970215,184.43333435058594,102.96458339691162,150.55208142598468,31.522573612483157,96.0,23
dhaka,Dhaka,11106524,pm10,2024-10-31,2024-10-30T18:00:00Z,2024-10-31T00:00:00+06:00,93.82256950272453,95.35833326975504,56.766666412353516,136.47500038146973,70.706249554952,120.1666653951009,26.23450748031936,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-01,2024-10-31T18:00:00Z,2024-11-01T00:00:00+06:00,111.71300729945085,110.65416717529297,84.1194445292155,147.39583524068198,100.7895835240682,125.09166685740152,16.596049927299518,96.0,23
dhaka,Dhaka,11106524,pm10,2024-11-02,2024-11-01T18:00:00Z,2024-11-02T00:00:00+06:00,130.6374999947018,112.67916615804037,92.0749994913737,267.1166687011719,100.27916558583578,162.15416812896729,43.437248888771805,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-03,2024-11-02T18:00:00Z,2024-11-03T00:00:00+06:00,152.5616324212816,161.71666844685873,104.70416641235352,213.93333307902017,122.79583342870077,169.84687614440918,32.3667097268405,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-04,2024-11-03T18:00:00Z,2024-11-04T00:00:00+06:00,147.0963541666667,144.12291558583576,89.6833324432373,219.8999989827474,98.17187468210857,192.796875,47.02159398051358,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-05,2024-11-04T18:00:00Z,2024-11-05T00:00:00+06:00,126.61819395701089,126.27499936421712,82.34999974568684,163.5,115.98090283075967,135.6416654586792,22.655341564916217,42.0,10
dhaka,Dhaka,11106524,pm10,2024-11-06,2024-11-05T18:00:00Z,2024-11-06T00:00:00+06:00,84.47202346438453,80.75000063578288,68.80416488647461,107.46666653951009,76.5083335240682,90.63333257039388,12.897963839432192,29.0,7
dhaka,Dhaka,11106524,pm10,2024-11-07,2024-11-06T18:00:00Z,2024-11-07T00:00:00+06:00,100.53998837206096,110.60000038146973,43.083333015441895,176.32083129882812,68.52916598320007,127.58055575688681,37.40552375678172,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-08,2024-11-07T18:00:00Z,2024-11-08T00:00:00+06:00,82.78799020819737,64.11309501102993,33.733333587646484,160.40000025431314,42.06145842870077,139.26666752497354,45.60427311086902,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-09,2024-11-08T18:00:00Z,2024-11-09T00:00:00+06:00,64.3581597805023,64.46874984105428,13.833333253860474,126.66666793823242,30.356249968210857,98.006250222524,36.449404443775414,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-10,2024-11-09T18:00:00Z,2024-11-10T00:00:00+06:00,99.06128465467032,95.59444427490234,21.674999872843426,180.20000203450522,45.23124953111013,150.00729179382324,56.052660177689766,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-11,2024-11-10T18:00:00Z,2024-11-11T00:00:00+06:00,107.24809018770854,114.41250006357828,38.51666673024496,221.31666692097983,56.73645806312561,141.63020737965903,49.51500914483957,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-12,2024-11-11T18:00:00Z,2024-11-12T00:00:00+06:00,122.98097128097457,115.1833340326945,56.399999936421715,231.05000178019205,62.73229106267293,168.90492421930486,55.90251271296916,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-13,2024-11-12T18:00:00Z,2024-11-13T00:00:00+06:00,156.390430311964,190.35833422342938,54.516666412353516,255.27916463216147,69.61875017484029,221.612499554952,78.19921377856357,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-14,2024-11-13T18:00:00Z,2024-11-14T00:00:00+06:00,202.23906225628318,203.75625038146973,101.3000005086263,366.96666717529297,149.700000445048,236.87916692097983,64.23772569722861,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-15,2024-11-14T18:00:00Z,2024-11-15T00:00:00+06:00,192.11458341280624,203.30833180745444,92.11666742960612,277.233336130778,151.3125,233.22083250681558,54.485141951314205,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-16,2024-11-15T18:00:00Z,2024-11-16T00:00:00+06:00,251.6609370443556,256.212500890096,185.21666463216147,307.0499979654948,225.8708324432373,277.2166659037272,36.32245484923193,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-17,2024-11-16T18:00:00Z,2024-11-17T00:00:00+06:00,184.82256968816122,207.2645829518636,92.50000063578288,252.66666666666666,123.81354125340779,231.15833473205566,57.039746297765575,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-18,2024-11-17T18:00:00Z,2024-11-18T00:00:00+06:00,187.78663199477725,233.49375025431317,60.41249974568685,294.9833348592122,73.80937576293945,256.9291648864746,87.67691500531417,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-19,2024-11-18T18:00:00Z,2024-11-19T00:00:00+06:00,172.66505028262281,159.9416669209798,27.920833269755047,327.25000254313153,59.50208361943562,280.91145833333337,109.18139171112972,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-20,2024-11-19T18:00:00Z,2024-11-20T00:00:00+06:00,155.5015622642305,160.42291736602783,56.48750019073486,255.86666870117188,68.80416711171468,232.5947920481364,77.59695205326776,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-21,2024-11-20T18:00:00Z,2024-11-21T00:00:00+06:00,183.43559046586356,226.55624898274738,70.25000031789143,274.733336130778,103.80520884195963,242.94270769755047,74.86787223031428,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-22,2024-11-21T18:00:00Z,2024-11-22T00:00:00+06:00,163.84913174311322,182.5479170481364,67.03333218892415,317.8333333333333,94.90624952316284,202.1635414759318,68.97613543620281,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-23,2024-11-22T18:00:00Z,2024-11-23T00:00:00+06:00,199.96232644716892,213.04375012715656,73.6083329518636,305.7333348592122,151.03749990463257,257.70937792460126,74.48466584860472,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-24,2024-11-23T18:00:00Z,2024-11-24T00:00:00+06:00,224.94375024901493,246.8854160308838,115.58333333333333,297.7124989827474,153.48645798365274,279.0979169209798,63.876250870063586,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-25,2024-11-24T18:00:00Z,2024-11-25T00:00:00+06:00,246.72433341874014,264.0875015258789,118.06100018819173,321.40833282470703,209.38439528147381,291.8177076975505,61.5931611586513,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-26,2024-11-25T18:00:00Z,2024-11-26T00:00:00+06:00,196.5993611017863,250.2020606994629,74.21983337402344,321.6658299763997,93.05274899800618,265.90778255462646,90.04729941764789,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-27,2024-11-26T18:00:00Z,2024-11-27T00:00:00+06:00,185.95529846350357,208.3813533782959,61.332332928975426,334.0734125773112,83.11343733469646,280.8629544576009,99.11860564263435,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-28,2024-11-27T18:00:00Z,2024-11-28T00:00:00+06:00,160.6554860671361,181.60674921671549,52.736166636149086,281.20337677001953,73.1910309791565,239.06696796417236,79.71698934660714,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-29,2024-11-28T18:00:00Z,2024-11-29T00:00:00+06:00,120.77783347500694,107.87312444051108,61.064791679382324,228.94029235839844,77.43232305844624,153.81017716725665,52.19498031927422,100.0,24
dhaka,Dhaka,11106524,pm10,2024-11-30,2024-11-29T18:00:00Z,2024-11-30T00:00:00+06:00,121.84930209318794,112.29639657338461,66.7023328145345,205.9487508138021,80.52460463841757,150.97688515981037,47.66684753861392,67.0,16
dhaka,Dhaka,11106524,pm10,2024-12-01,2024-11-30T18:00:00Z,2024-12-01T00:00:00+06:00,114.49939188692304,92.9747085571289,62.822499910990395,216.31083170572916,73.80593697230022,151.41492652893066,47.23733751375595,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-02,2024-12-01T18:00:00Z,2024-12-02T00:00:00+06:00,146.06367223792603,164.095521291097,66.91583251953125,205.94683456420898,91.4841046333313,192.06617800394693,52.23506604330931,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-03,2024-12-02T18:00:00Z,2024-12-03T00:00:00+06:00,220.65890446182127,228.29245885213217,126.0063643022017,255.81666946411133,215.44697888692218,241.88118934631348,36.93273801002149,46.0,11
dhaka,Dhaka,11106524,pm10,2024-12-11,2024-12-10T18:00:00Z,2024-12-11T00:00:00+06:00,293.3303021022252,284.10679117838544,228.38366190592447,386.7299575805664,267.8540198008219,309.191832224528,50.317309634379214,29.0,7
dhaka,Dhaka,11106524,pm10,2024-12-12,2024-12-11T18:00:00Z,2024-12-12T00:00:00+06:00,187.3390396436056,184.4869581858317,132.03625106811523,263.91962305704754,149.20980072021484,219.3529176712036,43.37565958727147,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-13,2024-12-12T18:00:00Z,2024-12-13T00:00:00+06:00,232.46601057052612,214.6470839182536,143.09991582234701,391.0973358154297,181.3612699508667,249.26335493723553,71.79377117618897,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-14,2024-12-13T18:00:00Z,2024-12-14T00:00:00+06:00,292.64523878420033,308.34478081597223,132.82075182596842,411.5285008748372,217.955353418986,369.31104151407874,88.15639222333624,96.0,23
dhaka,Dhaka,11106524,pm10,2024-12-15,2024-12-14T18:00:00Z,2024-12-15T00:00:00+06:00,272.99637140168085,289.01377169291175,98.70316696166992,426.17687225341797,226.95858446756998,333.1170819600423,90.98927796612286,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-16,2024-12-15T18:00:00Z,2024-12-16T00:00:00+06:00,283.32037031884283,342.0821278889974,123.98587544759114,451.26996358235675,148.4410832722982,398.0868326822917,125.63997818061083,71.0,17
dhaka,Dhaka,11106524,pm10,2024-12-17,2024-12-16T18:00:00Z,2024-12-17T00:00:00+06:00,270.9920170466106,308.801961517334,105.70216751098633,370.3145014444987,170.38538551330566,339.92198816935223,87.34259109475339,92.0,22
dhaka,Dhaka,11106524,pm10,2024-12-18,2024-12-17T18:00:00Z,2024-12-18T00:00:00+06:00,245.70052642292444,292.1517092386881,88.1788330078125,360.7432912190755,128.67268673578897,324.1274878184001,97.9414210942772,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-19,2024-12-18T18:00:00Z,2024-12-19T00:00:00+06:00,286.5264539983537,289.22083791097003,126.62425104777019,450.7295430501302,215.73397763570148,336.83706792195636,90.20602767740415,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-20,2024-12-19T18:00:00Z,2024-12-20T00:00:00+06:00,298.5215742323133,340.464646657308,115.48670768737793,477.72546132405597,177.082271416982,378.34959284464514,117.48548827606325,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-21,2024-12-20T18:00:00Z,2024-12-21T00:00:00+06:00,317.26090653737384,313.6346677144369,242.02525075276694,420.49966684977215,289.0018192927043,339.8387730916341,47.06115223934764,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-22,2024-12-21T18:00:00Z,2024-12-22T00:00:00+06:00,301.1800174978044,327.7007319132487,120.29445966084798,436.63829040527344,203.6943566004435,393.4170169830322,109.47307288733394,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-23,2024-12-22T18:00:00Z,2024-12-23T00:00:00+06:00,246.74313857820297,264.0505199432373,91.53091684977214,425.86458079020184,143.41178226470947,323.59297943115234,107.18602824895751,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-24,2024-12-23T18:00:00Z,2024-12-24T00:00:00+06:00,222.08768863148157,238.12012418111163,84.3089173634847,355.7831624348958,131.65536483128867,299.5526466369629,85.34837174273163,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-25,2024-12-24T18:00:00Z,2024-12-25T00:00:00+06:00,220.43076062202454,242.70691617329916,73.35000101725261,357.9326655069987,124.22592767079671,295.80655097961426,97.61205796516938,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-26,2024-12-25T18:00:00Z,2024-12-26T00:00:00+06:00,228.1980399025811,259.1560198465983,78.74204190572102,349.5934524536133,169.7212580045064,287.0703760782878,84.25263539204114,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-27,2024-12-26T18:00:00Z,2024-12-27T00:00:00+06:00,190.74893010987174,204.68354034423828,76.12704086303711,305.11595408121747,104.55678176879883,263.5990778605143,80.68468398693034,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-28,2024-12-27T18:00:00Z,2024-12-28T00:00:00+06:00,224.64965075916714,226.9717896779378,76.02870814005534,494.3785044352214,134.8651034037272,270.543446858724,107.04369635808757,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-29,2024-12-28T18:00:00Z,2024-12-29T00:00:00+06:00,212.98055010371738,254.0495637257894,82.7045415242513,337.5832036336263,127.10089619954427,265.33418591817224,83.10234603755492,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-30,2024-12-29T18:00:00Z,2024-12-30T00:00:00+06:00,261.8574758105808,276.9784577687582,147.38075002034506,381.50475056966144,213.22919909159342,300.7616767883301,69.56249430434885,100.0,24
dhaka,Dhaka,11106524,pm10,2024-12-31,2024-12-30T18:00:00Z,2024-12-31T00:00:00+06:00,218.83714241451685,207.00214703877765,167.3836669921875,295.4792887369792,196.59459400177002,239.65883255004883,36.025594416310476,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-01,2024-12-31T18:00:00Z,2025-01-01T00:00:00+06:00,254.1442278226217,249.01639874776205,213.96150080362955,323.8047103881836,237.84778149922687,260.5216868718465,28.683452113493434,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-02,2025-01-01T18:00:00Z,2025-01-02T00:00:00+06:00,199.06609694163,200.23397827148438,145.67829004923502,325.7412045796712,186.00768661499023,210.96895949045816,35.99112659191442,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-03,2025-01-02T18:00:00Z,2025-01-03T00:00:00+06:00,158.64100739690994,157.22343826293945,126.22566668192546,188.08775075276694,144.51588535308838,176.11775302886963,18.86385042144655,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-04,2025-01-03T18:00:00Z,2025-01-04T00:00:00+06:00,207.49818880004113,176.67729250590008,126.60500081380208,381.69645436604816,153.531893603007,207.78359508514404,82.60518910357965,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-05,2025-01-04T18:00:00Z,2025-01-05T00:00:00+06:00,313.5789115428924,308.561269124349,91.13770802815755,459.2008336385091,278.67919921875,387.51689592997235,101.65189055303193,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-06,2025-01-05T18:00:00Z,2025-01-06T00:00:00+06:00,227.01656155177528,258.5316435496012,74.2177505493164,468.91700744628906,104.19098011652628,308.12921851021906,122.31023716885474,83.0,20
dhaka,Dhaka,11106524,pm10,2025-01-07,2025-01-06T18:00:00Z,2025-01-07T00:00:00+06:00,250.8914029182409,249.77687199910483,164.44512557983398,334.1548767089844,229.12856165568036,286.5562121073405,51.26380469765724,63.0,15
dhaka,Dhaka,11106524,pm10,2025-01-08,2025-01-07T18:00:00Z,2025-01-08T00:00:00+06:00,213.01005023458728,191.4886678059896,133.83120727539062,329.91620381673175,171.26472854614258,259.8937085469564,57.187356935244324,96.0,23
dhaka,Dhaka,11106524,pm10,2025-01-09,2025-01-08T18:00:00Z,2025-01-09T00:00:00+06:00,189.7327897445015,195.05175018310547,124.04370752970378,242.46133422851562,166.78770701090494,213.14316685994467,32.73448951031128,96.0,23
dhaka,Dhaka,11106524,pm10,2025-01-10,2025-01-09T18:00:00Z,2025-01-10T00:00:00+06:00,249.5601376215616,230.14995892842612,167.70487467447916,405.64845784505206,203.73053385416668,271.5377267201742,64.46018587667751,100.0,24
dhaka,Dhaka,11106524,pm10,2025-01-11,2025-01-10T18:00:00Z,2025-01-11T00:00:00+06:00,262.34661989044724,312.8767852783203,72.4836654663086,381.9960428873698,168.03920904795328,333.52983601888025,104.06063932245988,79.0,19
dhaka,Dhaka,11106529,pm25,2024-10-28,2024-10-27T18:00:00Z,2024-10-28T00:00:00+06:00,90.6965908281731,89.83333396911621,57.208333333333336,130.58333269755045,63.075000286102295,116.03750006357828,29.528786510243258,46.0,11
dhaka,Dhaka,11106529,pm25,2024-10-29,2024-10-28T18:00:00Z,2024-10-29T00:00:00+06:00,118.97708355055914,132.68333466847739,63.36666615804037,163.12916819254556,77.7500007947286,152.67916647593182,37.423035056118266,100.0,24
dhaka,Dhaka,11106529,pm25,2024-10-30,2024-10-29T18:00:00Z,2024-10-30T00:00:00+06:00,120.18472243046412,122.92916615804036,70.63333384195964,172.8000005086263,97.72291692097983,141.87708282470703,29.46858843338863,96.0,23
dhaka,Dhaka,11106529,pm25,2024-10-31,2024-10-30T18:00:00Z,2024-10-31T00:00:00+06:00,85.98333344194623,90.05416742960612,46.483333905537926,128.76250012715658,60.19479171435038,112.97499974568686,27.69726631911818,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-01,2024-10-31T18:00:00Z,2024-11-01T00:00:00+06:00,105.24527796316838,104.08750025431316,79.44027773539226,138.02916717529297,95.49166711171468,117.48611195882161,15.277601294599583,96.0,23
dhaka,Dhaka,11106529,pm25,2024-11-02,2024-11-01T18:00:00Z,2024-11-02T00:00:00+06:00,122.31180535422432,106.51666673024496,87.24166679382324,243.40000025431314,94.7041654586792,150.94999917348224,39.334361027580556,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-03,2024-11-02T18:00:00Z,2024-11-03T00:00:00+06:00,142.79571753078037,150.74999809265137,98.23333422342937,199.58333206176758,115.51249949137369,158.6822919845581,29.780006414875636,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-04,2024-11-03T18:00:00Z,2024-11-04T00:00:00+06:00,138.48663197623355,136.3791659673055,84.75416692097981,205.2166659037272,92.74166647593181,181.0197919209798,43.95783030970896,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-05,2024-11-04T18:00:00Z,2024-11-05T00:00:00+06:00,119.4135275522868,118.5849994023641,77.34999974568684,154.6000010172526,109.33715295791626,128.4354165395101,21.58489073498613,42.0,10
dhaka,Dhaka,11106529,pm25,2024-11-06,2024-11-05T18:00:00Z,2024-11-06T00:00:00+06:00,79.08075359889439,76.90000089009602,57.183332443237305,103.95000012715657,70.33888785044353,87.4270830154419,15.35285107483652,29.0,7
dhaka,Dhaka,11106529,pm25,2024-11-07,2024-11-06T18:00:00Z,2024-11-07T00:00:00+06:00,94.42112294832867,105.68333276112874,36.899999936421715,168.44166819254556,60.006250540415444,122.86458365122476,37.993536247346746,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-08,2024-11-07T18:00:00Z,2024-11-08T00:00:00+06:00,75.72501458488101,52.165476185934885,31.233333428700764,154.75416692097983,36.28958344459534,134.19583368301392,46.119662258403785,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-09,2024-11-08T18:00:00Z,2024-11-09T00:00:00+06:00,59.3189234998491,54.64166673024496,13.429166634877523,121.9833329518636,28.178124984105427,94.76145855585735,35.46491409169411,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-10,2024-11-09T18:00:00Z,2024-11-10T00:00:00+06:00,94.05133100792212,90.64444404178195,20.90833314259847,173.91666666666666,38.41666650772095,144.5177084604899,54.80518054945675,100.0,24
dhaka,Dhaka,11106529,pm25,2024-11-11,2024-11-10T18:00:00Z,2024-11-11T00:00:00+06:00,100.52847200632097,110.81458314259847,34.18333355585734,210.48333358764648,46.612500111262,136.59374729792276,49.957072810672074,100.0,24
